date,hawkish_dovish_score,uncertainty,forward_guidance_strength,topic_inflation,topic_growth,topic_financial_stability,topic_labor_market,topic_international,stocks_diffusion_index,bonds_diffusion_index,currency_diffusion_index,speech_count
2025-02-25,40.0,65.0,45.0,70.0,55.0,45.0,25.0,60.0,0.0,100.0,100.0,1
2025-03-03,0.0,55.0,0.0,5.0,25.0,95.0,0.0,35.0,50.0,50.0,50.0,1
2025-03-12,10.0,80.0,25.0,85.0,35.0,25.0,10.0,70.0,50.0,50.0,50.0,1
2025-03-19,0.0,65.0,0.0,0.0,25.0,95.0,0.0,40.0,50.0,50.0,50.0,1
2025-03-20,-17.5,55.0,22.5,40.0,35.0,40.0,12.5,70.0,75.0,25.0,25.0,2
2025-03-27,0.0,42.5,0.0,30.0,22.5,62.5,2.5,25.0,50.0,50.0,50.0,2
2025-04-01,0.0,65.0,0.0,0.0,40.0,5.0,60.0,25.0,50.0,50.0,50.0,1
2025-04-02,0.0,60.0,0.0,0.0,20.0,0.0,0.0,80.0,50.0,50.0,50.0,1
2025-04-03,-15.0,85.0,30.0,65.0,55.0,90.0,5.0,70.0,100.0,0.0,0.0,1
2025-04-08,0.0,35.0,10.0,0.0,5.0,55.0,0.0,70.0,50.0,50.0,50.0,1
2025-04-10,0.0,40.0,0.0,0.0,25.0,85.0,5.0,60.0,50.0,50.0,50.0,1
2025-04-17,-40.0,70.0,35.0,80.0,70.0,55.0,40.0,65.0,100.0,100.0,0.0,1
2025-04-25,-17.5,62.5,17.5,37.5,45.0,75.0,17.5,75.0,75.0,25.0,25.0,2
2025-04-28,-25.0,70.0,35.0,65.0,60.0,70.0,25.0,75.0,100.0,100.0,0.0,1
2025-04-29,0.0,75.0,25.0,35.0,75.0,70.0,0.0,95.0,100.0,0.0,100.0,1
2025-05-15,0.0,80.0,0.0,10.0,55.0,95.0,20.0,80.0,50.0,50.0,50.0,1
2025-05-16,-10.0,80.0,25.0,45.0,25.0,20.0,0.0,25.0,100.0,0.0,0.0,1
2025-05-26,0.0,60.0,5.0,0.0,25.0,20.0,0.0,95.0,50.0,50.0,50.0,1
2025-06-05,-40.0,70.0,35.0,85.0,70.0,40.0,45.0,65.0,100.0,100.0,0.0,1
2025-06-07,0.0,60.0,0.0,5.0,10.0,5.0,0.0,40.0,50.0,50.0,50.0,1
2025-06-09,0.0,50.0,0.0,5.0,10.0,20.0,0.0,15.0,50.0,50.0,50.0,1
2025-06-11,0.0,40.0,5.0,5.0,25.0,90.0,0.0,25.0,50.0,50.0,50.0,1
2025-06-12,-12.5,55.0,10.0,22.5,35.0,60.0,12.5,50.0,75.0,25.0,25.0,2
2025-06-18,0.0,40.0,0.0,5.0,60.0,35.0,0.0,55.0,50.0,50.0,50.0,1
2025-06-19,0.0,60.0,0.0,5.0,60.0,45.0,0.0,90.0,50.0,50.0,50.0,1
